CPE Status,Customer,Etherway,Etherflow Ref,Serial Number,Siebel Ref,CPEType,Address (County),Person,SFP Type LAN (Adva),Created,SFP Type WAN (Adva),date,CPEs,SFPs,ADVA825s,ADVA201s,ADVAXG210s,Ciscos,Huaweis,Nokias
Galway Office,CSN  Stores limited,CSNSETHW51919,CSNSETHGIP51920,800009f0030080ead18b10,1-874592521,ADVA GE201,GALWAY,D.Carty,N/A - Adva Electrical Port,08/03/2019,Adva 10K Dual Fibre SFP,03/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,DATAPLEX,NA,OTTLETHG50438,,1-873462151,CISCO ISR 4431-K9,DUBLIN,N.Sexton,N/A,11/03/2019,N/A,11/03/2019,1,1,0,0,0,1,0,0
Engineer Collected,DATAPLEX,NA,OTTLETHG50439,,1-873494961,CISCO ISR 4431-K9,DUBLIN,N.Sexton,N/A,11/03/2019,N/A,11/03/2019,1,1,0,0,0,1,0,0
Engineer Collected,Host Ireland,HOSTETHW51933,HOSTETHG51934,800009f0030080ead18af0,1-874677851,ADVA GE201,KILDARE,P.Fox,N/A - Adva Electrical Port,11/03/2019,Adva 10K Dual Fibre SFP,15/05/2019,1,1,0,1,0,0,0,0
Cork Office,Airtricity Holdings Ltd,AIRTETHW51187,AIRTETHG51188,800009f0030080ead18a10,1-874659471,ADVA GE201,WATERFORD,P.Fox,N/A - Adva Electrical Port,11/03/2019,Adva 10K Dual Fibre SFP,07/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,Virtela Technology Services Inc,VIRTETHW51273,VIRTETHGIP51274,800009f0030080ead189b0,1-874482151,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,11/03/2019,Adva 10K Dual Fibre SFP,21/05/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,CK0088 RTE Bantry,NA,N/A,,1-852657661,NOKIA 7210 SAS-M,CORK,N.Sexton,N/A,12/03/2019,N/A,13/03/2019,1,1,0,0,0,0,0,1
Cork Office,Airtricity,AIRTETHW51187,AIRTETHG51188,FDO2245A380,1-874659471,CISCO ISR 4331-K9,WATERFORD,G.Moran,N/A,13/03/2019,N/A,07/06/2019,1,1,0,0,0,1,0,0
Engineer Collected,ARCHITAS MULTI - MANAGER EUROPE LIMITED,AXAMETHW50935,AXAMETHGIP51368,800009f0030080ead18bd0,1-874482861,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,13/03/2019,Adva 10K Single Fibre SFP,22/03/2019,1,1,0,1,0,0,0,0
Cork Office,Bank Of Ireland,BOIDETHW44868,BOIDETHGIPCI44869,LBADVA71153505383,1-854973551,ADVA 825,CORK,D.Lawless,N/A - Adva Electrical Port,14/03/2019,Adva 10K Dual Fibre SFP,01/04/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Bank Of Ireland,BOIDETHW44876,BOIDETHGIPCI44877,LBADVA71150704062,1-855034711,ADVA 825,MONAGHAN,D.Lawless,N/A - Adva Electrical Port,14/03/2019,Adva 10K Dual Fibre SFP,28/03/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Bank Of Ireland,BOIDETHW44870,BOIDETHGIPCI44871,LBADVA71180201038,1-854974921,ADVA 825,ROSCOMMON,D.Lawless,N/A - Adva Electrical Port,14/03/2019,Adva 10K Dual Fibre SFP,28/03/2019,1,1,1,0,0,0,0,0
Engineer Collected,Cable and Wireless,CWCMETHW51853,CWCMETHG51854,800009f0030080ead187d0,,ADVA 201,Dublin,G.Chilton,N/A [Adva Electrical Port],15/03/2019,,29/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW51837,CNCRETHGM51838,800009f0030080ead18200,1-874443561,ADVA GE201,DUBLIN,D.Carty,Adva Dual Fibre SFP (10k),15/03/2019,Adva 10K Single Fibre SFP,16/07/2019,1,2,0,1,0,0,0,0
Ballymount Stores,Airtricity,AIRTETHW51155,AIRTETHGM51156,,1-872995809,CISCO ISR 4331-K9,WEXFORD,G.Moran,N/A,18/03/2019,N/A,22/05/2019,1,1,0,0,0,1,0,0
Engineer Collected,RALPH LAUREN,RLENETHW51899,RLENETHGIP51900,800009f0030080ead18bc0,1-874947511,ADVA GE201,KILDARE,D.Carty,N/A - Adva Electrical Port,19/03/2019,Adva 10K Dual Fibre SFP,29/05/2019,1,1,0,1,0,0,0,0
Ballymount Stores,RALPH LAUREN,RLENETHW51901,RLENETHGIP51900,800009f0030080ea94a3a0,1-874947511,ADVA GE201,KILDARE,D.Carty,N/A - Adva Electrical Port,20/03/2019,Adva 10K Dual Fibre SFP,18/06/2019,1,1,0,1,0,0,0,0
Engineer Collected,O2 Communications,ESDGETHW52037,ESDGETHG52038,800009f0030080ead186a0,1-875069591,ADVA GE201,DUBLIN,D.Carty,N/A - Adva Electrical Port,20/03/2019,Adva 10K Dual Fibre SFP,02/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW49275,ORBSETHG49276,800009f0030080ead186e0,1-866041891,ADVA GE201,DUBLIN,S.Mernagh,N/A - Adva Electrical Port,20/03/2019,Adva 10K Dual Fibre SFP,22/03/2019,1,1,0,1,0,0,0,0
Ballymount Stores,E Nasc (E Net),ENASETHW51897,ENASETHG51898,800009f0030080ead188b0,1-874677561,ADVA GE201,DUBLIN,D.Carty,Adva Dual Fibre SFP (10k),21/03/2019,Adva 10K Dual Fibre SFP,28/03/2019,1,2,0,1,0,0,0,0
Engineer Collected,SPRINTLINK IRELAND LTD,SPRNETHW51641,SPRNETHG51642,800009f0030080ead18910,1-874851751,ADVA GE201,DUBLIN,P.Fox,N/A - Adva Electrical Port,21/03/2019,Adva 10K Dual Fibre SFP,27/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,Cogent Communications IE,CGENETHW51936,CGENETHG51937,800009f0030080ead18860,1-874743021,ADVA GE201,DUBLIN,P.Fox,Adva Multimode SFP (10k),21/03/2019,Adva 10K Single Fibre SFP,10/06/2019,1,2,0,1,0,0,0,0
Ballymount Stores,Global crossing,GLCRETHW51764 ,GLCRETHG51765  ,800009f0030080ea94a3d0,1-875072831,ADVA GE201,MAYO,M.Atkey,N/A - Adva Electrical Port,22/03/2019,Adva 10K Dual Fibre SFP,28/03/2019,1,1,0,1,0,0,0,0
Engineer Collected,ATAT,ATATETHW51941,ATATETHG51942,LBADVA71134101507,1-875024951,ADVA 825,DUBLIN,M.Atkey,N/A [Adva Electrical Port],22/03/2019,Adva 10K Dual Fibre SFP,08/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Host Ireland,HOSTETHW51917,HOSTETHG51918,LBADVA71150704166,1-874815461,ADVA 825,DUBLIN,P.Fox,N/A - Adva Electrical Port,22/03/2019,Adva 10K Single Fibre SFP,01/04/2019,1,1,1,0,0,0,0,0
Ballymount Stores,o2,ESDGETHW52037,ESDGETHG52038,LBADVA71162104787,1-875069591,ADVA 825,DUBLIN,D.Carty,N/A - Adva Electrical Port,22/03/2019,Adva 10K Dual Fibre SFP,28/03/2019,1,1,1,0,0,0,0,0
Galway Office,BOI,BOIDETHW44812,BOIDETHGIPCI44813,LBADVA71102003018,1-854816381,ADVA 825,GALWAY,S.Mernagh,N/A - Adva Electrical Port,22/03/2019,Adva 10K Dual Fibre SFP,03/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,ARCHITAS MULTI,AXAMETHW50937,AXAMETHGIP50938,LBADVA71163703443,1-874295261,ADVA 825,DUBLIN,D.Carty,N/A - Adva Electrical Port,22/03/2019,Adva 10K Single Fibre SFP,17/06/2019,1,1,1,0,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW50401,WOCMETHG50402,LBADVA71114900989,,ADVA 825,Dublin,M.Atkey,N/A - Adva Electrical Port,25/03/2019,Adva 10K Single Fibre SFP,28/03/2019,1,1,1,0,0,0,0,0
Engineer Collected,Equant,ORBSETHW51895,ORBSETHG51896,LBADVA71153505295,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,25/03/2019,Adva 10K Single Fibre SFP,09/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Sterncom ,STRNETHW51380,STRNETHG51381,LBADVA71114807591,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,26/03/2019,Adva 10K Single Fibre SFP,15/04/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Airtricity,AIRTETHW51155,AIRTETHGM51156,LBADVA71162901749,,ADVA 825,Wexford,G.Moran,N/A - Adva Electrical Port,27/03/2019,Adva 10K Dual Fibre SFP,28/03/2019,1,1,1,0,0,0,0,0
Engineer Collected,AT and T,ATATETHW52187,ATATETHG52188,LBADVA71104500030,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,27/03/2019,Adva 10K Dual Fibre SFP,03/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,LO0083 Faughart Lower - THREE,HTCHETHW52137,HTCHETHG52138,0000197f00008cf773e800d5,1-875519175,NOKIA 7210 SAS-MXP,LOUTH,N.Sexton,N/A,28/03/2019,N/A,01/04/2019,1,1,0,0,0,0,0,1
Engineer Collected,MCI WorldCom International,WOCMETHW52035,WOCMETHG52036,LBADVA71142301375,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,28/03/2019,Adva 10K Dual Fibre SFP,17/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Magnet Networks Ltd,MAGNETHW52105,MAGNETHG52106,LBADVA71114507282,,ADVA 825,Dublin,M.Atkey,N/A - Adva Electrical Port,28/03/2019,Adva 10K Dual Fibre SFP,24/06/2019,1,1,1,0,0,0,0,0
Courier Shipped to Site,PTSB Cork Airport,NA,N/A,,1-121212121,NOKIA 7210 SAS-M,CORK,N.Sexton,N/A,03/04/2019,N/A,18/04/2019,1,1,0,0,0,0,0,1
Engineer Collected,Concert B Ends,CNCRETHW52234,CNCRETHGM52235,LBADVA71153305287,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,04/04/2019,Adva 10K Dual Fibre SFP,21/05/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW52039,CNCRETHGM52040,LBADVA71124602755,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,04/04/2019,Adva 10K Single Fibre SFP,18/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,Colt Telecom,COLTETHW51414,COLTETHG51415,LBADVA71142301360,,ADVA 825,Dublin,S.Davidson,N/A - Adva Electrical Port,04/04/2019,Adva 10K Single Fibre SFP,16/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW50333,CNCRETHGM50334,LBADVA71114507363,,ADVA 825,Dublin,G.Chilton,N/A - Adva Electrical Port,04/04/2019,Adva RJ45 SFP,18/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,Irish Telecom,ITELETHW52277,ITELETHG52278,LBADVA71130101148,,ADVA 825,Dublin,S.Davidson,N/A - Adva Electrical Port,04/04/2019,Adva 10K Dual Fibre SFP,21/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,AT and T,ATATETHW51879,ATATETHG51880,LBADVA71122500915,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,05/04/2019,Adva 10K Single Fibre SFP,16/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,AT and T,ATATETHW50575,ATATETHG50576,LBADVA71141502418,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,05/04/2019,Adva 10K Single Fibre SFP,15/08/2019,1,1,1,0,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW52202,WOCMETHG52203,LBADVA71123500740,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,05/04/2019,Adva 10K Dual Fibre SFP,21/05/2019,1,1,1,0,0,0,0,0
Galway Office,Concert B Ends,CNCRETHW52275,CNCRETHGM52276,LBADVA71123500758,,ADVA 825,Galway,M.Atkey,N/A - Adva Electrical Port,05/04/2019,Adva 10K Dual Fibre SFP,08/05/2019,1,1,1,0,0,0,0,0
Cork Office,euNetworks Ireland Ltd,EUNWETHW52074,EUNWETHG52075,LBADVA71173300946,1-875271561,ADVA 825,CORK,D.Carty,Adva 10K Dual Fibre SFP,05/04/2019,Adva 10K Single Fibre SFP,26/04/2019,1,2,1,0,0,0,0,0
Cork Office,euNetworks Ireland Ltd,EUNWETHW52076,EUNWETHG52077,LBADVA71170100469,1-875218951,ADVA 825,CORK,D.Carty,Adva 10K Dual Fibre SFP,05/04/2019,Adva 10K Single Fibre SFP,26/04/2019,1,2,1,0,0,0,0,0
Engineer Collected,Irish Telecom,ITELETHW52157,ITELETHG52158,LBADVA71141201207,,ADVA 825,Dublin,M.Atkey,N/A - Adva Electrical Port,05/04/2019,Adva 10K Single Fibre SFP,01/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,AT and T,ATATETHW51877,ATATETHG51878,LBADVA71150704169,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,08/04/2019,Adva 10K Single Fibre SFP,16/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW52133,WOCMETHG52134,LBADVA71114901052,,ADVA 825,Dublin,M.Atkey,N/A - Adva Electrical Port,08/04/2019,Adva 10K Single Fibre SFP,03/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Pure Telecom Limited,PUREETHW51944,PUREETHGIP51945,LBADVA71112200867,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,08/04/2019,Adva 10K Single Fibre SFP,08/05/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW52113,GLCRETHG52114,LBADVA71123500653,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,09/04/2019,Adva 10K Dual Fibre SFP,23/04/2019,1,1,1,0,0,0,0,0
Courier Shipped to Site,SI0003 Sligo Plaza - THREE,NA,N/A,,1-875243797,NOKIA 7210 SAS-MXP,SLIGO,N.Sexton,N/A,09/04/2019,N/A,09/04/2019,1,1,0,0,0,0,0,1
Engineer Collected,Teva Pharmaceuticals,TEVAETHW51456,TEVAETHGG51457,LBADVA71164302456,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,10/04/2019,Adva 10K Single Fibre SFP,01/08/2019,1,1,1,0,0,0,0,0
Engineer Collected,Airtricity,AIRTETHW51185,AIRTETHGG51186,LBADVA71175000021,1-875270351,ADVA XG210,DUBLIN,S.Davidson,Adva Dual Fibre SFP (10k),10/04/2019,Adva 10Gig XFP (10km),14/05/2019,1,2,0,0,1,0,0,0
Ballymount Stores,Airtricity,AIRTETHW51179,AIRTETHG51180,LBADVA71182500089,1-875361581,ADVA XG210,DUBLIN,S.Davidson,Adva Dual Fibre SFP (10k),10/04/2019,Adva 10Gig XFP (10km),18/04/2019,1,2,0,0,1,0,0,0
Engineer Collected,Airtricity,AIRTETHW51181,AIRTETHGG51182,LBADVA71182500040,1-875288791,ADVA XG210,DUBLIN,S.Davidson,Adva Dual Fibre SFP (10k),10/04/2019,Adva 10Gig XFP (10km),10/07/2019,1,2,0,0,1,0,0,0
Ballymount Stores,Teva Pharmaceuticals,TEVAETHW51756,TEVAETHGG51757,LBADVA71112001006,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,10/04/2019,Adva 10K Dual Fibre SFP,23/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,Teva Pharmaceuticals,TEVAETHW51758,TEVAETHGG51759,LBADVA71162102532,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,10/04/2019,Adva 10K Dual Fibre SFP,27/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW52220,WOCMETHG52221,800009f0030080ead18730,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,10/04/2019,Adva 10K Single Fibre SFP,16/04/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW52200,ORBSETHG52201,LBADVA71122800545,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,11/04/2019,Adva 10K Single Fibre SFP,17/04/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW52281,GLCRETHG52282,LBADVA71123100117,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,11/04/2019,Adva 10K Single Fibre SFP,23/04/2019,1,1,1,0,0,0,0,0
Cork Office,Airtricity,AIRTETHW51213,AIRTETHG51214,LBADVA71122800511,,ADVA 825,Cork,G.Moran,N/A - Adva Electrical Port,11/04/2019,Adva 10K Dual Fibre SFP,26/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,GTT-EMEA LTD,GTTEETHW52198,GTTEETHG52199,LBADVA71122800485,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,11/04/2019,Adva 10K Single Fibre SFP,01/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Cable and Wireless,CWCMETHW51484,CWCMETHG51485,LBADVA71114807548,,ADVA 825,Laois,G.Moran,N/A - Adva Electrical Port,11/04/2019,Adva 10K Dual Fibre SFP,18/07/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Zurich Insurance,ZURCETHW52293,ZURCETHG52294,LBADVA71153305208,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,11/04/2019,Adva 10K Single Fibre SFP,23/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,O2,ESDGETHW52102,ESDGETHG52103,LBADVA71164302639,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,12/04/2019,Adva 10K Single Fibre SFP,15/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,ENET,ENASETHW52215,ENASETHG52216,LBADVA71162102428,1-875528551,ADVA 825,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),12/04/2019,Adva 10K Single Fibre SFP,07/05/2019,1,2,1,0,0,0,0,0
Engineer Collected,Airtricity,AIRTETHW51236,AIRTETHG51237,LBADVA71142301324,,ADVA 825,Cavan,G.Moran,N/A - Adva Electrical Port,12/04/2019,Adva 10K Dual Fibre SFP,23/08/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW52443,GLCRETHG52444,LBADVA71164302480,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,12/04/2019,Adva 10K Dual Fibre SFP,23/04/2019,1,1,1,0,0,0,0,0
Courier Shipped to Site,Airtricity,AIRTETHW51234,AIRTETHG51235,LBADVA71163207913,1-875825571,ADVA 825,Dublin,S.Davidson,N/A - Adva Electrical Port,12/04/2019,Adva 10K Dual Fibre SFP,11/07/2019,1,1,1,0,0,0,0,0
Engineer Collected,GTT-EMEA LTD,GTTEETHW52107,GTTEETHG52108,FCOV093490001,,ADVA 825,Dublin,D.Carty,Adva Dual Fibre SFP (10k),15/04/2019,Adva 10K Single Fibre SFP,09/05/2019,1,2,1,0,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW51875,WOCMETHG51876,LBADVA71142103585,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,15/04/2019,Adva 10K Single Fibre SFP,09/05/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Airtricity,AIRTETHW51183,AIRTETHG51184,FXS2303Q3EF,1-874659211,CISCO ASR1001,DUBLIN,S.Mernagh,N/A,15/04/2019,N/A,25/07/2019,1,1,0,0,0,1,0,0
Engineer Collected,Equant,ORBSETHW51364,ORBSETHG51365,LBADVA71163703396,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,15/04/2019,Adva 10K Dual Fibre SFP,19/06/2019,1,1,1,0,0,0,0,0
Engineer Collected,Airtricity,AIRTETHW51236,AIRTETHG51237,FDO2240A29H,1-875754041,CISCO ISR 4321-K9,CAVAN,G.Moran,N/A,16/04/2019,N/A,23/08/2019,1,1,0,0,0,1,0,0
Engineer Collected,DU0258 Swords Switching Centre - THREE,NA,N/A,,1-875636203,NOKIA 7210 SAS-MXP,DUBLIN,N.Sexton,N/A,16/04/2019,N/A,18/04/2019,1,1,0,0,0,0,0,1
Engineer Collected,KBC Asset Management,KBCAETHW52313,KBCAETHG52314,LBADVA71142301330,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,16/04/2019,Adva 10K Single Fibre SFP,11/09/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Teva Pharmaceuticals,TEVAETHW51753,TEVAETHGG51754,LBADVA71165102370,,ADVA 825,Waterford,D.Carty,N/A - Adva Electrical Port,16/04/2019,Adva 10K Dual Fibre SFP,23/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,ISP,ISPETHW111837,ISPXETHG111836,LBADVA71122800495,1-876686828,ADVA 825,DUBLIN,N.Sexton,N/A - Adva Electrical Port,17/04/2019,Adva 10K Dual Fibre SFP,17/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,NEW Vodafone,VODAETHW51197,VODAETHG51198,LBADVA71122800597,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,17/04/2019,Adva 10K Single Fibre SFP,24/07/2019,1,1,1,0,0,0,0,0
Engineer Collected,Pure Telecom Limited,PUREETHW52155,PUREETHGIP52156,LBADVA71114201322,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,17/04/2019,Adva 10K Single Fibre SFP,19/08/2019,1,1,1,0,0,0,0,0
Ballymount Stores,DU1262 Beacon Court - THREE,NA,N/A,0000197f00008cf773f571ab,1-859125121,NOKIA 7210 SAS-MXP,DUBLIN,N.Sexton,N/A,18/04/2019,N/A,23/04/2019,1,1,0,0,0,0,0,1
Ballymount Stores,Irish Telecom,ITELETHW50704,ITELETHG52434,LBADVA71142301386,,ADVA 825,Dublin,S.Davidson,N/A - Adva Electrical Port,18/04/2019,Adva 10K Dual Fibre SFP,23/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,KBC,KBCAETHW52313,KBCAETHGIPCI52314,FDO2316A1CC,1-875794591,CISCO ISR 4331-K9,DUBLIN,N.Sexton,N/A,18/04/2019,N/A,20/09/2019,1,1,0,0,0,1,0,0
Engineer Collected,Revenue Commissioners,REVCETHW52436,REVCETHGIPCI52437,LBADVA71150305958,1-876552391,ADVA 825,DUBLIN,S.Mernagh,N/A - Adva Electrical Port,18/04/2019,Adva 10K Dual Fibre SFP,14/06/2019,1,1,1,0,0,0,0,0
Engineer Collected,Airtricity,AIRTETHW51219,AIRTETHG51220,FCOV093090108,,ADVA 825,Dublin,G.Moran,N/A - Adva Electrical Port,18/04/2019,Adva 10K Dual Fibre SFP,25/07/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Colt Telecom,COLTETHW41167,COLTETHG52334,LBADVA71163600030,,ADVA 825,Dublin,S.Davidson,N/A - Adva Electrical Port,18/04/2019,Adva 10K Single Fibre SFP,23/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,O2,ESDGETHW52097,ESDGETHG52099,LBADVA71134701280,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,18/04/2019,Adva 10K Dual Fibre SFP,29/10/2019,1,1,1,0,0,0,0,0
Engineer Collected,O2,ESDGETHW52098,ESDGETHG52099,LBADVA71142301407,,ADVA 825,Dublin,D.Carty,N/A - Adva Electrical Port,18/04/2019,Adva 10K Single Fibre SFP,12/08/2019,1,1,1,0,0,0,0,0
Engineer Collected,Revenue Commissioners,REVCETHW24792,REVCETHGIPCI52654,LBADVA71142301383,1-876750191,ADVA 825,DUBLIN,N.Sexton,N/A - Adva Electrical Port,19/04/2019,Adva 10K Dual Fibre SFP,07/08/2019,1,1,1,0,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW52236,CNCRETHGM52237,CNCRETHGM52237,1-875528941,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,19/04/2019,Adva RJ45 SFP,16/08/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW51540,CNCRETHGM51541,LBADVA71114900795,1-873573301,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,19/04/2019,Adva RJ45 SFP,23/04/2019,1,1,1,0,0,0,0,0
Engineer Collected,Glen Dimplex,GLENETHW50361,GLENETHG50363,LBADVA71123501089,,ADVA 825,Louth,G.Moran,N/A - Adva Electrical Port,19/04/2019,Adva RJ45 SFP,22/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Glen Dimplex,GLENETHW50362,GLENETHG50363,LBADVA71130100544,,ADVA 825,Louth,G.Moran,N/A - Adva Electrical Port,19/04/2019,Adva RJ45 SFP,22/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Airtricity,AIRTETHW51183,AIRTETHG51184,,1-874659211,ADVA XG210,DUBLIN,N.Sexton,Adva 10G XFP 10km,23/04/2019,Adva 10G XFP 10km,14/05/2019,1,2,0,0,1,0,0,0
Engineer Collected,Irish Telecom,ITELETHW52457,ITELETHG52458,LBADVA71132502043,,ADVA 825,Dublin,M.Atkey,N/A - Adva Electrical Port,24/04/2019,Adva 10K Dual Fibre SFP,22/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Department of Foreign Affairs,DOFAETHW52374,DOFAETHG52375,LBADVA71113505713,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,24/04/2019,Adva 10K Single Fibre SFP,13/05/2019,1,1,1,0,0,0,0,0
Courier Shipped to Site,BT Ireland,ECASETHW51976,ECASETHG51978,LBADVA71142103592,,ADVA 825,Donegal,M.Atkey,N/A - Adva Electrical Port,24/04/2019,Adva 10K Dual Fibre SFP,26/06/2019,1,1,1,0,0,0,0,0
Ballymount Stores,BT Ireland,ECASETHW51977,ECASETHG51978,LBADVA71142103426,,ADVA 825,Dublin,M.Atkey,N/A - Adva Electrical Port,24/04/2019,Adva 10K Single Fibre SFP,03/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,O2,ESDGETHW52496,ESDGETHG52497,LBADVA71114201285,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,24/04/2019,Adva 10K Dual Fibre SFP,28/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,Primark,PRMKETHW52055,PRMKETHG52056,LBADVA71123601645,,ADVA 825,Kildare,D.Carty,N/A - Adva Electrical Port,24/04/2019,Adva RJ45 SFP,18/07/2019,1,1,1,0,0,0,0,0
Ballymount Stores,Glen DImplex,GLENETHW50361,GLENETHGIP50360,LBADVA71130100885,1-869844571,ADVA 825,LOUTH,D.Carty,N/A - Adva Electrical Port,25/04/2019,Adva RJ45 SFP,03/05/2019,1,1,1,0,0,0,0,0
Limerick Office,Equant,ORBSETHW52539,ORBSETHGIP52540,LBADVA71142301340,,ADVA 825,Limerick,D.Carty,N/A - Adva Electrical Port,25/04/2019,Adva RJ45 SFP,08/05/2019,1,1,1,0,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW52559,WOCMETHG52560,LBADVA71123601430,,ADVA 825,Dublin,M.Atkey,N/A - Adva Electrical Port,26/04/2019,Adva 10K Single Fibre SFP,03/05/2019,1,1,1,0,0,0,0,0
Ballymount Stores,AT and T,ATATETHW52638,ATATETHG52639,LBADVA71142800865,,ADVA 825,Cork,P.Fox,N/A - Adva Electrical Port,29/04/2019,Adva 10K Single Fibre SFP,03/05/2019,1,1,1,0,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW52595,WOCMETHG52596,LBADVA71114900853,,ADVA 825,Dublin,P.Fox,N/A - Adva Electrical Port,29/04/2019,Adva 10K Dual Fibre SFP,24/06/2019,1,1,1,0,0,0,0,0
Engineer Collected,Strencom,STRNETHW51533,STRNETHG51534,FCOV093090075,,ADVA 825,Dublin,M.Atkey,N/A - Adva Electrical Port,29/04/2019,Adva 10K Single Fibre SFP,19/08/2019,1,1,1,0,0,0,0,0
